#flow_id,protocol,first_seen,last_seen,duration,src_ip,src_port,dst_ip,dst_port,ndpi_proto_num,ndpi_proto,server_name_sni,c_to_s_pkts,c_to_s_bytes,c_to_s_goodput_bytes,s_to_c_pkts,s_to_c_bytes,s_to_c_goodput_bytes,data_ratio,str_data_ratio,c_to_s_goodput_ratio,s_to_c_goodput_ratio,iat_flow_min,iat_flow_avg,iat_flow_max,iat_flow_stddev,iat_c_to_s_min,iat_c_to_s_avg,iat_c_to_s_max,iat_c_to_s_stddev,iat_s_to_c_min,iat_s_to_c_avg,iat_s_to_c_max,iat_s_to_c_stddev,pktlen_c_to_s_min,pktlen_c_to_s_avg,pktlen_c_to_s_max,pktlen_c_to_s_stddev,pktlen_s_to_c_min,pktlen_s_to_c_avg,pktlen_s_to_c_max,pktlen_s_to_c_stddev,cwr,ece,urg,ack,psh,rst,syn,fin,c_to_s_cwr,c_to_s_ece,c_to_s_urg,c_to_s_ack,c_to_s_psh,c_to_s_rst,c_to_s_syn,c_to_s_fin,s_to_c_cwr,s_to_c_ece,s_to_c_urg,s_to_c_ack,s_to_c_psh,s_to_c_rst,s_to_c_syn,s_to_c_fin,c_to_s_init_win,s_to_c_init_win,server_info,tls_version,ja3c,tls_client_unsafe,ja3s,tls_server_unsafe,tls_alpn,tls_supported_versions,ssh_client_hassh,ssh_server_hassh,flow_info,plen_bins,http_user_agent
37,17,1652020051.995,1652020055.937,3.942,fe80::99:d4c2:7b4d:c5b6,5353,ff02::fb,5353,8,MDNS,lb._dns-sd._udp.local,2,419,295,0,0,0,1.000,Upload,70.2,0.0,3942,3942.0,3942,0.0,3942,3942.0,3942,0.0,0,0.0,0,0.0,191,209.5,228,18.5,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,lb._dns-sd._udp.local,0;0;0;0;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

26,6,1652020049.059,1652020057.967,8.908,192.168.1.6,62824,81.130.98.41,443,91,TLS,,976,91783,24939,3560,5318783,5083775,-0.966,Download,27.2,95.6,1,15.8,518,47.9,0,7.5,518,37.4,0,1.9,363,16.3,54,94.0,1066,157.3,73,1494.0,1506,108.6,0,0,0,4536,77,0,0,0,0,0,0,976,25,0,0,0,0,0,0,3560,52,0,0,0,0,0,,0,,0,,0,,,,,,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0,

50,6,1652020053.607,1652020053.644,0.037,192.168.1.6,62617,199.232.58.248,443,91,TLS,,1,54,0,1,66,0,-0.100,Mixed,0.0,0.0,37,37.0,37,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54,54.0,54,0.0,66,66.0,66,0.0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,0,,0,,,,,,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

29,6,1652020049.137,1652020057.993,8.856,192.168.1.6,62827,81.130.98.41,443,91,TLS,,1050,97631,24923,3264,4871198,4655738,-0.961,Download,25.5,95.6,1,17.1,1516,83.2,0,6.5,1516,63.2,0,1.2,260,9.2,54,93.0,1066,151.7,78,1492.4,1506,118.0,0,0,0,4314,73,0,0,0,0,0,0,1050,25,0,0,0,0,0,0,3264,48,0,0,0,0,0,,0,,0,,0,,,,,,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0,

28,6,1652020049.137,1652020057.985,8.848,192.168.1.6,62828,81.130.98.41,443,91,TLS,,1030,94716,22944,3479,5201685,4972059,-0.964,Download,24.2,95.6,1,16.7,578,52.8,0,6.3,578,35.0,0,1.5,293,13.1,54,92.0,1066,147.0,67,1495.2,1506,102.2,0,0,0,4509,77,0,0,0,0,0,0,1030,23,0,0,0,0,0,0,3479,54,0,0,0,0,0,,0,,0,,0,,,,,,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;97;0;0,

