#flow_id,protocol,first_seen,last_seen,duration,src_ip,src_port,dst_ip,dst_port,ndpi_proto_num,ndpi_proto,server_name_sni,c_to_s_pkts,c_to_s_bytes,c_to_s_goodput_bytes,s_to_c_pkts,s_to_c_bytes,s_to_c_goodput_bytes,data_ratio,str_data_ratio,c_to_s_goodput_ratio,s_to_c_goodput_ratio,iat_flow_min,iat_flow_avg,iat_flow_max,iat_flow_stddev,iat_c_to_s_min,iat_c_to_s_avg,iat_c_to_s_max,iat_c_to_s_stddev,iat_s_to_c_min,iat_s_to_c_avg,iat_s_to_c_max,iat_s_to_c_stddev,pktlen_c_to_s_min,pktlen_c_to_s_avg,pktlen_c_to_s_max,pktlen_c_to_s_stddev,pktlen_s_to_c_min,pktlen_s_to_c_avg,pktlen_s_to_c_max,pktlen_s_to_c_stddev,cwr,ece,urg,ack,psh,rst,syn,fin,c_to_s_cwr,c_to_s_ece,c_to_s_urg,c_to_s_ack,c_to_s_psh,c_to_s_rst,c_to_s_syn,c_to_s_fin,s_to_c_cwr,s_to_c_ece,s_to_c_urg,s_to_c_ack,s_to_c_psh,s_to_c_rst,s_to_c_syn,s_to_c_fin,c_to_s_init_win,s_to_c_init_win,server_info,tls_version,ja3c,tls_client_unsafe,ja3s,tls_server_unsafe,tls_alpn,tls_supported_versions,ssh_client_hassh,ssh_server_hassh,flow_info,plen_bins,http_user_agent
20,6,1650477318.010,1650477330.479,12.469,192.168.1.6,60589,172.217.16.229,443,91.126,TLS.Google,,4,252,0,3,275,73,-0.044,Mixed,0.0,26.4,45,4155.7,12374,5811.2,0,4156.0,12420,5843.6,12374,12374.0,12374,0.0,54,63.0,66,5.2,68,91.7,139,33.5,0,0,0,7,1,0,0,2,0,0,0,4,0,0,0,1,0,0,0,3,1,0,0,1,0,0,,0,,0,,0,,,,,,0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

0,17,1650477303.689,1650477303.747,0.058,192.168.1.6,56850,192.168.1.1,53,5.276,DNS.Azure,onedscolprdcus12.centralus.cloudapp.azure.com,1,105,63,1,121,79,-0.071,Mixed,59.4,64.8,57,57.0,57,0.0,0,0.0,0,0.0,0,0.0,0,0.0,105,105.0,105,0.0,121,121.0,121,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,13.89.179.10,0;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

99,17,1650477492.471,1650477492.694,0.223,192.168.1.6,59922,192.168.1.1,53,5.203,DNS.Github,glb-db52c2cf8be544.github.com,1,89,47,1,154,112,-0.267,Download,52.2,72.3,222,222.0,222,0.0,0,0.0,0,0.0,0,0.0,0,0.0,89,89.0,89,0.0,154,154.0,154,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

2,17,1650477304.329,1650477304.370,0.041,192.168.1.6,53267,192.168.1.1,53,5.140,DNS.Apple,gateway.fe.apple-dns.net,1,84,42,1,157,115,-0.303,Download,49.4,72.8,41,41.0,41,0.0,0,0.0,0,0.0,0,0.0,0,0.0,84,84.0,84,0.0,157,157.0,157,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

11,17,1650477310.315,1650477310.328,0.013,192.168.1.6,60437,192.168.1.1,53,5.126,DNS.Google,clients6.google.com,1,79,37,1,119,77,-0.202,Download,46.3,64.2,12,12.0,12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,79,79.0,79,0.0,119,119.0,119,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,216.58.213.14,0;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

29,6,1650477323.195,1650477385.356,62.161,192.168.1.6,60673,185.199.110.154,443,91,TLS,,4,228,0,5,364,24,-0.230,Download,0.0,6.6,23,12431.8,45076,17594.7,31,20720.0,45100,18583.5,0,20712.3,45113,18601.1,54,57.0,66,5.2,68,72.8,92,9.6,0,0,0,8,1,1,0,2,0,0,0,3,0,1,0,1,0,0,0,5,1,0,0,1,0,0,,0,,0,,0,,,,,,100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

8,17,1650477309.714,1650477309.725,0.011,192.168.1.6,18966,192.168.1.1,53,5.126,DNS.Google,ssl.gstatic.com,1,75,33,1,132,90,-0.275,Download,43.4,67.7,11,11.0,11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,75,75.0,75,0.0,132,132.0,132,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

87,17,1650477491.465,1650477491.477,0.012,192.168.1.6,55843,192.168.1.1,53,5.203,DNS.Github,github.com,1,70,28,1,309,267,-0.631,Download,39.4,86.1,11,11.0,11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,70,70.0,70,0.0,309,309.0,309,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,140.82.121.3,50;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

22,17,1650477319.022,1650477319.033,0.011,192.168.1.6,61480,192.168.1.1,53,5.219,DNS.Microsoft365,lhr-efz.ms-acdc.office.com,1,86,44,1,150,108,-0.271,Download,50.6,71.5,11,11.0,11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,86,86.0,86,0.0,150,150.0,150,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,52.97.202.66,0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

47,6,1650477385.357,1650477445.943,60.586,192.168.1.6,60698,44.197.74.152,443,91.265,TLS.AmazonAWS,femetrics.grammarly.io,18,2750,1586,16,7259,6178,-0.450,Download,57.7,85.1,1,5507.2,45163,13207.5,0,4325.6,45298,11970.4,0,5029.2,45280,12778.3,54,152.8,594,164.7,68,453.7,1506,567.7,0,0,0,31,12,2,2,2,0,0,0,15,6,2,1,1,0,0,0,16,6,0,1,1,78,76,,TLSv1.2,e1d8b04eeb8ef3954ec4f49267a783ef,OK,8d2a028aa94425f76ced7826b1f39039,OK,h2;http/1.1,,,,h2;http/1.1,6;13;6;13;0;0;0;0;6;0;0;13;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;20;0;0,

37,6,1650477341.220,1650477521.286,180.066,40.99.148.242,443,192.168.1.6,58049,91.21,TLS.Outlook,,26,8115,6399,17,1158,0,0.750,Upload,78.8,0.0,1,10002.2,45286,18696.5,0,8570.7,45286,17661.2,0,11281.3,45286,19518.8,101,312.1,590,221.9,66,68.1,78,4.6,0,0,0,43,18,0,0,0,0,0,0,26,18,0,0,0,0,0,0,17,0,0,0,0,0,0,,0,,0,,0,,,,,,0;50;0;0;0;0;0;0;3;7;3;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

48,6,1650477385.576,1650477491.873,106.297,192.168.1.6,60699,44.197.74.152,443,91.265,TLS.AmazonAWS,femetrics.grammarly.io,13,1488,654,13,6676,5797,-0.635,Download,43.9,86.8,2,9662.6,45483,17314.6,0,9159.2,45483,18092.4,0,10570.0,45599,17967.9,54,114.5,594,142.7,68,513.5,1506,608.8,0,0,0,25,7,1,2,1,0,0,0,12,2,1,1,0,0,0,0,13,5,0,1,1,78,76,,TLSv1.2,e1d8b04eeb8ef3954ec4f49267a783ef,OK,8d2a028aa94425f76ced7826b1f39039,OK,h2;http/1.1,,,,h2;http/1.1,10;10;10;10;0;0;0;0;10;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;30;0;0,

39,6,1650477341.863,1650477521.720,179.857,40.99.148.242,443,192.168.1.6,58051,91.21,TLS.Outlook,,17,6997,5875,14,924,0,0.767,Upload,84.0,0.0,1,12839.2,45029,20292.9,0,9629.2,45029,18431.7,1,8996.9,44995,17983.1,101,411.6,1157,430.8,66,66.0,66,0.0,0,0,0,31,17,0,0,0,0,0,0,17,17,0,0,0,0,0,0,14,0,0,0,0,0,0,,0,,0,,0,,,,,,0;58;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0,

117,17,1650477554.094,1650477554.111,0.017,192.168.1.6,54834,192.168.1.1,53,5.140,DNS.Apple,quota.fe.apple-dns.net,1,82,40,1,347,305,-0.618,Download,48.2,87.6,16,16.0,16,0.0,0,0.0,0,0.0,0,0.0,0,0.0,82,82.0,82,0.0,347,347.0,347,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,17.248.180.15,0;50;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

73,17,1650477434.380,1650477434.406,0.026,192.168.1.6,55862,192.168.1.1,53,5,DNS,femetrics.grammarly.io,1,82,40,1,350,308,-0.620,Download,48.2,87.7,25,25.0,25,0.0,0,0.0,0,0.0,0,0.0,0,0.0,82,82.0,82,0.0,350,350.0,350,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,52.55.132.165,0;50;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

60,17,1650477410.011,1650477410.036,0.025,192.168.1.6,63035,192.168.1.1,53,5,DNS,e673.dsce9.akamaiedge.net,1,85,43,1,101,59,-0.086,Mixed,50.0,57.8,24,24.0,24,0.0,0,0.0,0,0.0,0,0.0,0,0.0,85,85.0,85,0.0,101,101.0,101,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,2.16.75.200,0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

15,6,1650477313.956,1650477599.849,285.893,192.168.1.6,58176,54.208.86.132,443,91.265,TLS.AmazonAWS,,27,2055,273,21,1687,273,0.098,Mixed,13.3,16.2,94,11277.2,15252,6453.9,96,11611.4,15252,6243.1,14693,14098.7,15252,3644.1,66,76.1,105,17.1,68,80.3,105,17.4,0,0,0,48,14,0,0,0,0,0,0,27,7,0,0,0,0,0,0,21,7,0,0,0,0,0,,0,,0,,0,,,,,,0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

41,6,1650477343.192,1650477520.648,177.456,192.168.1.6,60604,162.125.19.9,443,91.121,TLS.Dropbox,,20,13982,12662,12,2328,1520,0.715,Upload,90.6,65.3,1,19705.3,60016,27793.8,0,11077.3,60016,23026.9,0,7516.4,60130,19886.1,66,699.1,1494,651.6,68,194.0,446,178.2,0,0,0,32,12,0,0,0,0,0,0,20,8,0,0,0,0,0,0,12,4,0,0,0,0,0,,0,,0,,0,,,,,,0;0;0;0;25;10;5;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0,

58,6,1650477408.463,1650477468.456,59.993,192.168.1.6,60702,17.248.180.167,443,91.140,TLS.Apple,api.apple-cloudkit.com,38,7776,5220,40,27736,25050,-0.562,Download,67.1,90.3,1,1931.3,55910,9865.2,0,1985.6,55910,10023.9,0,1921.7,55940,9872.8,66,204.6,624,217.2,68,693.4,1506,649.1,0,0,0,77,28,0,2,3,0,0,0,37,17,0,1,2,0,0,0,40,11,0,1,1,78,76,,TLSv1.3,656b9a2f4de6ed4909e157482860ab3d,OK,15af977ce25de452b96affa2addb1036,OK,http/1.1,,,,http/1.1,2;0;2;18;0;0;0;0;0;5;0;0;0;0;2;0;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;0;0;0;0;0;0;26;0;0,

16,17,1650477314.376,1650477314.403,0.027,192.168.1.6,51264,192.168.1.1,53,5,DNS,femetrics.grammarly.io,1,82,40,1,350,308,-0.620,Download,48.2,87.7,26,26.0,26,0.0,0,0.0,0,0.0,0,0.0,0,0.0,82,82.0,82,0.0,350,350.0,350,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,50.17.65.223,0;50;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

56,17,1650477408.424,1650477408.461,0.037,192.168.1.6,61508,192.168.1.1,53,5.140,DNS.Apple,api.apple-cloudkit.fe.apple-dns.net,1,95,53,1,168,126,-0.278,Download,55.2,74.6,37,37.0,37,0.0,0,0.0,0,0.0,0,0.0,0,0.0,95,95.0,95,0.0,168,168.0,168,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

145,6,1650477600.750,1650477601.179,0.429,192.168.1.6,60744,52.97.146.130,443,91.219,TLS.Microsoft365,outlook.office365.com,29,13446,11520,29,14457,12525,-0.036,Mixed,85.7,86.6,1,26.0,61,16.4,0,15.6,77,23.4,0,7.6,59,14.3,66,463.7,1506,557.8,68,498.5,1506,503.8,0,0,0,57,29,0,2,0,0,0,0,28,8,0,1,0,0,0,0,29,21,0,1,0,78,76,,TLSv1.2,656b9a2f4de6ed4909e157482860ab3d,OK,986571066668055ae9481cb84fda634a,OK,http/1.1,,,,http/1.1,0;16;0;2;2;0;13;0;0;0;0;0;2;0;13;0;5;0;0;0;0;0;2;0;0;0;0;0;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;8;0;19;0;0,

95,17,1650477492.077,1650477492.113,0.036,192.168.1.6,49737,192.168.1.1,53,5.265,DNS.AmazonAWS,s3-1-w.amazonaws.com,1,80,38,1,262,220,-0.532,Download,46.9,83.7,36,36.0,36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,80,80.0,80,0.0,262,262.0,262,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,54.231.136.9,0;50;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

90,17,1650477491.537,1650477491.550,0.013,192.168.1.6,52300,192.168.1.1,53,5.126,DNS.Google,www.google.com,1,74,32,1,90,48,-0.098,Mixed,42.7,52.7,13,13.0,13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74,74.0,74,0.0,90,90.0,90,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,216.58.212.196,0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

70,17,1650477432.242,1650477432.262,0.020,192.168.1.6,65101,192.168.1.1,53,5.140,DNS.Apple,smoot-feedback.v.aaplimg.com,1,88,46,1,149,107,-0.257,Download,51.7,71.3,20,20.0,20,0.0,0,0.0,0,0.0,0,0.0,0,0.0,88,88.0,88,0.0,149,149.0,149,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

64,17,1650477429.558,1650477429.581,0.023,192.168.1.6,63572,192.168.1.1,53,5.126,DNS.Google,play.google.com,1,75,33,1,125,83,-0.250,Download,43.4,65.9,23,23.0,23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,75,75.0,75,0.0,125,125.0,125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

102,17,1650477492.531,1650477492.694,0.163,192.168.1.6,57940,192.168.1.1,53,5.203,DNS.Github,api.github.com,1,74,32,1,139,97,-0.305,Download,42.7,69.3,163,163.0,163,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74,74.0,74,0.0,139,139.0,139,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

12,17,1650477310.317,1650477310.328,0.011,192.168.1.6,44119,192.168.1.1,53,5.126,DNS.Google,clients6.google.com,1,79,37,1,153,111,-0.319,Download,46.3,72.1,11,11.0,11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,79,79.0,79,0.0,153,153.0,153,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

122,6,1650477554.383,1650477554.807,0.424,192.168.1.6,60730,52.55.132.165,443,91.265,TLS.AmazonAWS,femetrics.grammarly.io,17,2739,1605,12,6742,5934,-0.422,Download,58.6,88.0,1,52.2,121,50.6,0,29.9,122,46.3,0,24.7,123,46.5,66,161.1,641,173.2,68,561.8,1506,618.8,0,0,0,28,13,0,2,0,0,0,0,16,8,0,1,0,0,0,0,12,5,0,1,0,78,76,,TLSv1.2,39393f7cbec6c22fb14ecc6585bbbbdb,OK,1089ea6f0461a29006cc96dfe7a11d80,OK,h2;http/1.1,,,,h2;http/1.1,0;37;6;6;0;0;6;0;0;0;0;6;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;18;0;0,

130,6,1650477570.915,1650477571.037,0.122,192.168.1.6,60734,13.32.172.161,443,91.265,TLS.AmazonAWS,d27xxe7juh1us6.cloudfront.net,15,2152,1150,15,7425,6410,-0.551,Download,53.4,86.3,2,16.1,46,13.4,0,8.3,46,13.2,0,4.8,21,7.3,66,143.5,583,155.2,68,495.0,1494,610.3,0,0,0,29,11,0,2,0,0,0,0,14,6,0,1,0,0,0,0,15,5,0,1,0,78,76,,TLSv1.3,cd08e31494f9531f560d64c695473da9,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,h2;http/1.1,,,,h2;http/1.1,14;14;14;0;0;0;0;0;7;0;7;0;7;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0,

6,17,1650477305.523,1650477305.586,0.063,192.168.1.6,50645,142.250.180.4,443,188.126,QUIC.Google,www.google.com,5,1682,1472,3,2097,1971,-0.110,Mixed,87.5,93.9,13,20.0,25,5.1,0,15.5,39,16.5,14,7.0,14,7.0,75,336.4,1292,478.2,141,699.0,1292,470.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TLSv1.3,7ff73b01bf2a099aa2cea30b4ac7fd15,OK,,0,h3,,,,h3,0;25;25;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0,

65,17,1650477429.559,1650477429.575,0.016,192.168.1.6,61027,192.168.1.1,53,5.126,DNS.Google,play.google.com,1,75,33,1,91,49,-0.096,Mixed,43.4,53.3,15,15.0,15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,75,75.0,75,0.0,91,91.0,91,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,142.250.200.46,0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

32,6,1650477328.610,1650477357.023,28.413,192.168.1.6,60651,140.82.121.4,443,91.203,TLS.Github,,4,252,0,4,309,39,-0.102,Mixed,0.0,12.6,18,7102.8,28332,12256.7,0,9460.0,28362,13365.7,32,14182.0,28332,14150.0,54,63.0,66,5.2,68,77.2,105,16.0,0,0,0,8,1,0,0,3,0,0,0,4,0,0,0,2,0,0,0,4,1,0,0,1,0,0,,0,,0,,0,,,,,,0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

91,6,1650477491.556,1650477491.705,0.149,192.168.1.6,60717,216.58.212.196,443,91.126,TLS.Google,www.google.com,20,3306,1950,15,6306,5288,-0.312,Download,59.0,83.8,1,12.2,32,9.8,0,8.4,32,10.3,0,5.8,40,11.7,66,165.3,1241,270.5,68,420.4,1484,553.3,0,0,0,34,16,0,2,0,0,0,0,19,8,0,1,0,0,0,0,15,8,0,1,0,78,76,,TLSv1.3,656b9a2f4de6ed4909e157482860ab3d,OK,eb1d94daa7e0344597e756a1fb6e7054,OK,h2;http/1.1,,,,h2;http/1.1,22;33;5;0;0;0;0;0;5;0;0;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;16;0;0;0,

120,17,1650477554.383,1650477554.416,0.033,192.168.1.6,52331,192.168.1.1,53,5,DNS,treatment.grammarly.com,1,83,41,1,232,190,-0.473,Download,48.8,81.5,33,33.0,33,0.0,0,0.0,0,0.0,0,0.0,0,0.0,83,83.0,83,0.0,232,232.0,232,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

34,6,1650477330.277,1650477359.081,28.804,192.168.1.6,60654,140.82.121.5,443,91.203,TLS.Github,,5,318,0,6,445,39,-0.166,Mixed,0.0,8.7,3,5755.8,28674,11459.1,0,7190.2,28739,12441.2,19,14346.5,28674,14327.5,54,63.6,66,4.8,68,74.2,105,13.8,0,0,0,11,1,0,0,5,0,0,0,5,0,0,0,3,0,0,0,6,1,0,0,2,0,0,,0,,0,,0,,,,,,0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

4,6,1650477304.374,1650477305.908,1.534,192.168.1.6,60690,17.248.180.228,443,91.143,TLS.AppleiCloud,gateway.icloud.com,25,4567,2905,21,8824,7407,-0.318,Download,63.6,83.9,2,138.1,1098,311.1,0,76.1,1098,242.2,0,20.5,253,62.7,66,182.7,1219,291.2,68,420.2,1506,532.0,0,0,0,45,20,0,2,3,0,0,0,24,11,0,1,2,0,0,0,21,9,0,1,1,78,76,,TLSv1.3,656b9a2f4de6ed4909e157482860ab3d,OK,f4febc55ea12b31ae17cfb7e614afda8,OK,h2;http/1.1,,,,h2;http/1.1,18;27;4;0;0;0;0;0;9;0;0;0;0;0;0;0;4;4;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;13;0;0,

96,17,1650477492.083,1650477492.113,0.030,192.168.1.6,64624,192.168.1.1,53,5,DNS,github.githubassets.com,1,83,41,1,165,123,-0.331,Download,48.8,74.1,30,30.0,30,0.0,0,0.0,0,0.0,0,0.0,0,0.0,83,83.0,83,0.0,165,165.0,165,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,,,::,0;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,

114,17,1650477545.759,1650477545.867,0.108,192.168.1.6,49967,216.58.212.196,443,188.126,QUIC.Google,www.google.com,5,1682,1472,4,2158,1990,-0.124,Mixed,87.5,92.2,13,26.2,46,12.2,0,26.8,60,27.1,13,11.3,21,8.7,75,336.4,1292,478.2,68,539.5,1292,492.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TLSv1.3,7867bcf7d9e27ce5fc301ce4bd4ade4b,OK,,0,h3,,,,h3,11;22;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0,

